0#2.891,1.738,209.181#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
1#2.889,1.753,142.183#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
2#2.881,1.766,350.084#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
3#2.848,1.753,329.441#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
4#2.785,1.727,248.906#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
5#2.74,1.754,247.755#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
6#2.715,1.79,300.6#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
7#2.739,1.811,325.298#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
8#2.789,1.805,49.34#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
9#2.79,1.774,97.0#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
10#2.727,1.763,177.694#1.536,1.147;1.418,-1.205;-1.282,-1.665;-2.302,1.448;-1.402,1.779;-0.805,-0.194;1.616,-1.082;-1.32,0.391;1.369,0.208;2.302,-0.606;1.322,1.415;1.474,0.849;#1.806,-1.369;0.527,-1.823;-2.27,1.819;-0.594,0.627;0.364,-0.576;0.465,-0.304;1.673,0.499;0.351,-1.759;-1.557,1.406;-1.324,1.668;1.219,1.754;1.381,-1.816;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
