0#-2.496,-1.825,132.542#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
1#-2.478,-1.826,224.685#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
2#-2.435,-1.821,94.38#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
3#-2.426,-1.818,82.706#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
4#-2.437,-1.81,74.045#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
5#-2.471,-1.806,308.654#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
6#-2.476,-1.808,276.121#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
7#-2.46,-1.809,248.795#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
8#-2.43,-1.818,93.796#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
9#-2.386,-1.849,106.464#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;-2.196,-1.727;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
10#-2.332,-1.89,125.138#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
11#-2.248,-1.919,126.99#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
12#-2.079,-1.924,109.187#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
13#-1.918,-1.949,91.947#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
14#-1.727,-2.035,98.783#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
15#-1.53,-2.09,114.129#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
16#-1.313,-2.066,105.505#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
17#-1.089,-2.035,83.791#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
18#-0.858,-2.062,82.252#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
19#-0.596,-2.101,96.473#1.356,0.635;-0.207,-1.289;1.11,1.258;-0.025,-1.644;0.597,1.153;1.273,-1.156;0.253,1.47;0.646,-1.282;1.086,-1.122;-0.524,0.609;-1.589,-0.049;-0.031,-1.131;#-0.2,-1.528;0.472,-0.313;1.557,-0.588;-1.556,1.255;-1.101,0.899;-1.881,1.227;0.916,-0.169;-0.182,-1.293;1.44,1.574;1.612,-1.64;-0.39,-0.549;#-2.134,-1.829;-1.524,-1.829;-0.914,-1.981;-0.305,-1.981;0.305,-1.981;0.914,-1.981;1.524,-1.829;2.134,-1.676;2.438,-1.372;2.438,-0.762;2.438,-0.152;1.829,-0.0;1.219,0.152;0.61,0.152;-0.0,0.152;-0.61,-0.0;-1.219,-0.305;-1.524,-0.61;-2.134,-0.762;-2.743,-0.762;-3.048,-0.305;-3.048,0.305;-3.048,0.914;-2.743,1.372;-2.438,1.676;-1.829,1.676;-1.219,1.676;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
