0#2.414,1.477,131.318#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
1#2.455,1.524,17.446#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
2#2.518,1.582,41.231#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
3#2.544,1.659,47.038#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
4#2.535,1.749,18.246#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
5#2.512,1.809,354.867#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
6#2.492,1.822,338.888#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
7#2.489,1.808,304.279#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
8#2.481,1.826,194.538#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
9#2.448,1.892,337.475#0.232,0.038;-0.824,0.483;-1.878,-0.623;-0.998,1.763;-0.972,1.29;-2.216,0.382;1.779,-1.078;1.898,-1.648;-0.117,-1.384;-1.667,0.678;-1.771,1.643;1.006,-1.708;#2.219,0.265;-0.209,-1.464;-1.586,0.822;-0.668,0.817;-1.064,-0.557;0.962,0.47;0.768,1.606;1.865,1.284;-1.648,-0.023;2.07,-1.436;0.379,-0.414;2.16,1.409;#-2.438,-1.829;-2.286,-1.219;-2.134,-0.61;-1.981,-0.0;-1.829,0.61;-1.524,1.067;-1.219,1.372;-0.762,1.676;-0.152,1.676;0.457,1.524;0.457,0.914;-0.0,0.61;-0.305,0.152;-0.61,-0.305;-0.61,-0.914;-0.305,-1.372;-0.0,-1.829;0.61,-1.981;1.219,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;2.134,-0.152;2.134,0.457;2.286,1.067;2.438,1.676;#-2.438,-1.829
