0#2.381,1.411,230.079#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
1#2.434,1.436,227.541#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
2#2.491,1.471,65.159#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
3#2.483,1.532,58.183#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
4#2.399,1.603,352.023#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
5#2.294,1.647,310.477#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
6#2.241,1.657,292.537#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
7#2.206,1.662,281.024#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
8#2.119,1.657,278.569#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
9#2.046,1.652,266.838#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
10#2.015,1.635,265.712#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
11#1.979,1.573,241.754#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
12#1.872,1.428,209.964#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
13#1.795,1.267,216.378#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
