0#2.546,1.482,137.805#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
1#2.552,1.484,241.737#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
2#2.55,1.503,77.231#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
3#2.554,1.51,352.654#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
4#2.562,1.505,35.22#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
5#2.56,1.501,125.641#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
6#2.555,1.496,206.52#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
7#2.563,1.496,226.398#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
8#2.574,1.494,93.067#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
9#2.575,1.487,96.261#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;2.314,1.737;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
