0#-2.418,-1.787,263.488#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
1#-2.413,-1.79,358.682#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
2#-2.408,-1.812,116.81#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
3#-2.36,-1.789,168.418#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
4#-2.317,-1.744,64.611#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
5#-2.289,-1.742,43.856#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
6#-2.265,-1.753,86.741#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
7#-2.247,-1.747,113.809#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
8#-2.241,-1.736,71.907#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
9#-2.234,-1.749,28.845#0.531,-1.229;-2.28,-0.77;1.087,-0.396;1.1,-1.123;-1.657,0.789;-1.501,-0.663;-1.246,0.868;0.81,-1.188;1.226,0.658;1.364,-1.812;-2.081,-1.484;-1.545,0.734;#1.843,-1.05;-1.28,-1.007;1.1,0.808;-0.816,1.345;1.64,1.477;-0.436,-0.535;-1.828,0.02;0.44,-0.583;2.368,0.166;1.587,-1.626;-0.386,1.739;1.959,-0.049;#-2.134,-1.981;-1.524,-1.981;-0.914,-1.829;-0.305,-1.676;0.305,-1.676;0.914,-1.524;1.524,-1.372;2.134,-1.219;2.134,-0.61;1.829,-0.0;1.372,0.152;0.914,0.457;0.305,0.61;-0.305,0.61;-0.914,0.457;-1.524,0.152;-2.134,-0.0;-2.743,0.152;-2.743,0.762;-2.438,1.372;-1.829,1.676;-1.219,1.829;-0.61,1.829;-0.0,1.829;0.61,1.829;1.219,1.829;1.829,1.829;2.438,1.829;#2.438,1.829
