0#2.313,1.815,39.18#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
1#2.308,1.814,282.386#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
2#2.305,1.814,263.224#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
3#2.3,1.813,272.382#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
4#2.298,1.814,255.976#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
5#2.296,1.811,282.726#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
6#2.291,1.807,226.094#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
7#2.303,1.791,230.808#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
8#2.305,1.75,144.224#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
9#2.246,1.675,177.189#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
10#2.184,1.58,218.186#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
11#2.179,1.453,212.768#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
12#2.209,1.266,182.522#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
13#2.223,1.039,170.873#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
14#2.178,0.774,176.491#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
15#2.113,0.505,189.498#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
16#2.055,0.214,193.691#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
17#1.958,-0.044,191.279#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
18#1.768,-0.252,200.542#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
19#1.552,-0.435,222.369#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
20#1.369,-0.626,229.831#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
21#1.176,-0.8,223.696#-1.947,1.483;-0.96,1.379;1.801,0.586;0.464,0.787;-1.938,0.498;-1.029,1.524;0.712,0.657;-0.162,-1.088;1.109,1.505;-0.826,-1.69;-0.274,-1.42;#-1.84,-0.821;1.093,-1.491;2.094,-0.997;2.11,-0.988;2.148,-0.362;-2.213,-1.091;-0.813,1.499;-1.168,-0.081;-1.49,-0.984;-2.389,1.665;1.494,0.634;-1.296,-1.383;#-2.438,-1.829;-2.438,-1.219;-1.981,-0.914;-1.676,-0.457;-1.524,0.152;-1.219,0.61;-0.914,1.067;-0.457,1.372;-0.0,1.524;0.457,1.372;0.457,0.762;0.457,0.152;0.305,-0.457;0.305,-1.067;0.305,-1.676;0.914,-1.676;1.219,-1.067;1.524,-0.61;1.676,-0.0;1.829,0.61;1.981,1.219;2.438,1.676;#-2.438,-1.829
