0#2.499,1.727,323.767#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
1#2.502,1.726,122.763#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
2#2.503,1.727,112.29#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
3#2.507,1.722,34.945#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
4#2.503,1.719,143.831#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
5#2.512,1.717,226.799#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
6#2.514,1.716,101.303#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
7#2.512,1.716,116.971#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
8#2.509,1.711,270.833#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
9#2.509,1.711,206.507#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
10#2.513,1.714,219.476#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
11#2.516,1.715,52.96#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
12#2.517,1.713,69.193#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
13#2.519,1.707,159.155#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
14#2.519,1.705,161.25#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
15#2.518,1.707,191.79#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
16#2.513,1.716,325.012#-0.612,-1.613;0.518,-0.182;2.401,1.133;-0.632,-1.108;-1.486,1.546;-2.344,1.042;1.483,-0.428;-1.754,0.916;-0.808,1.309;-1.411,-0.249;-0.61,-0.357;-0.496,1.025;#-1.318,-0.223;1.609,1.589;-2.324,-0.016;2.281,0.854;0.389,1.821;-0.72,-0.216;0.522,-0.646;-0.833,-1.345;1.222,-0.949;-0.396,-0.651;-1.005,-1.2;-1.789,-0.259;#-2.438,-1.829;-2.286,-1.219;-1.829,-0.762;-1.676,-0.152;-1.372,0.305;-1.219,0.914;-0.914,1.372;-0.305,1.372;-0.152,0.762;0.152,0.305;0.457,-0.152;0.61,-0.762;0.61,-1.372;0.762,-1.981;1.067,-2.134;1.524,-1.981;1.829,-1.524;1.981,-0.914;2.134,-0.305;2.286,0.305;2.438,0.914;2.438,1.524;#-2.438,-1.829
