arguments: 63 6 1 -0.500157 0.313557 0.123669 -0.0626174
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.21, -0.06, -0.31, -0.28, -0.31, -0.06, -0.06, 0.23, -0.06, -0.06, -0.19, -0.00, -0.19, -0.06, 0.26, -0.06, 0.27, -0.06, -0.06, 0.28, -0.06, -0.06, 
-0.06, -0.06, -0.06, 0.20, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, -0.31, -0.56, -0.31, -0.17, 0.02, -0.05, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, 0.18, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.17, -0.31, -0.17, -0.23, -0.05, 0.02, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
0.17, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.02, 0.25, 0.02, -0.19, -0.23, 0.13, 0.02, -0.05, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.05, -0.19, -0.30, -0.11, -0.05, -0.06, -0.05, 0.02, -0.05, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.31, -0.56, -0.31, -0.19, -0.31, -0.11, 0.25, 0.02, -0.06, -0.06, -0.06, 
0.16, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.31, -0.56, -0.30, 0.02, -0.05, -0.06, -0.06, -0.06, 
-0.06, -0.06, 0.15, -0.06, -0.06, 0.14, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.05, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.02, 0.25, 0.02, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.12, -0.06, -0.06, 0.11, -0.05, 0.02, 0.11, -0.06, -0.06, 0.09, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.05, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.07, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.19, -0.31, -0.19, 0.02, 0.25, 0.02, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.31, -0.19, -0.06, 
-0.06, -0.06, -0.31, -0.56, -0.31, -0.05, 0.02, -0.05, -0.06, -0.06, -0.31, -0.56, -0.31, -0.19, -0.31, -0.31, -0.56, -0.31, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.31, -0.56, -0.31, -0.06, 
-0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.31, -0.56, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, 
-0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.19, -0.31, -0.19, -0.06, -0.05, 0.02, -0.05, -0.06, 0.05, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.31, -0.56, -0.31, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.05, -0.30, -0.48, -0.30, -0.06, 0.02, 0.25, 0.02, 0.02, -0.05, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.19, -0.31, -0.19, -0.06, -0.06, -0.06, -0.06, -0.05, 0.02, -0.05, 0.02, 0.25, 0.02, -0.11, 0.00, -0.11, -0.06, -0.05, 0.02, -0.05, 0.35, 0.02, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.02, 0.25, 0.02, -0.05, 0.02, -0.05, -0.05, 0.02, -0.05, -0.06, -0.06, 0.02, -0.05, 0.02, -0.05, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.03, -0.05, 0.02, 0.00, -0.06, -0.06, -0.00, -0.06, -0.06, 0.01, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
