arguments: 28 26 3 0.114583 -0.761719 0.0368924 -0.0868056
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.09, -0.09, -0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, 0.03, -0.09, 0.03, -0.09, -0.09, 0.03, -0.09, -0.09, 
0.01, -0.09, -0.03, 0.12, -0.03, -0.03, -0.15, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.28, -0.44, -0.22, -0.06, 0.03, -0.41, -0.85, -0.47, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.03, -0.03, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
0.00, -0.47, -0.85, -0.47, -0.06, -0.03, -0.25, -0.47, -0.28, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.28, -0.44, -0.22, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.47, -0.85, -0.47, -0.47, -0.85, -0.47, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.00, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.47, -0.85, -0.47, -0.09, -0.28, -0.47, -0.25, -0.22, -0.44, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.03, 0.03, -0.03, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.03, 0.03, -0.03, -0.09, -0.09, -0.06, -0.03, -0.25, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.01, -0.09, 
-0.06, -0.03, -0.06, -0.09, -0.09, -0.03, 0.03, -0.41, -0.85, -0.47, -0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.25, -0.47, -0.28, 0.03, 0.03, -0.03, -0.09, -0.22, -0.47, -0.28, -0.04, -0.09, -0.09, -0.42, -0.85, -0.47, -0.04, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.06, -0.09, -0.47, -0.85, -0.47, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.01, -0.09, 
