arguments: 31 6 1 0.368984 0.255348 0.286542 -0.0891266
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.54, -0.09, 0.10, 0.94, 0.10, -0.09, -0.09, 0.60, -0.09, -0.09, 0.00, 0.81, 0.00, -0.09, 0.66, -0.09, 0.68, -0.09, -0.09, 0.71, -0.09, -0.09, 
-0.09, -0.09, -0.09, 0.51, -0.09, -0.09, -0.09, -0.09, 0.00, 0.10, 0.00, -0.09, -0.09, -0.09, -0.09, -0.09, 0.10, 0.28, 0.10, 0.07, 0.04, -0.03, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, 0.48, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.04, 0.07, 0.10, 0.07, 0.22, -0.03, 0.04, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
0.46, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.04, 0.17, 0.04, 0.00, 0.22, 0.26, 0.04, -0.03, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.04, -0.03, 0.00, 0.16, 0.13, -0.03, -0.09, -0.03, 0.04, -0.03, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.10, 0.28, 0.10, 0.00, 0.10, 0.13, 0.17, 0.04, -0.09, -0.09, -0.09, 
0.43, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.00, 0.10, 0.00, 0.10, 0.28, 0.16, 0.04, -0.03, -0.09, -0.09, -0.09, 
-0.09, -0.09, 0.40, -0.09, -0.09, 0.37, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.04, -0.03, -0.09, -0.09, -0.09, -0.09, 0.00, 0.10, 0.00, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.04, 0.17, 0.04, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.34, -0.09, -0.09, 0.31, -0.03, 0.04, 0.35, -0.09, -0.09, 0.25, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.04, -0.03, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.23, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, 0.00, 0.10, 0.00, 0.04, 0.17, 0.04, -0.09, -0.09, 0.00, 0.10, 0.00, -0.09, -0.09, 0.00, 0.10, 0.00, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 0.29, 0.10, 0.00, -0.09, 
